Census_Tract_Name,County_Name,State_FIPS,County_FIPS,Census_Tract_FIPS,FIPS_Code,Total_Computer,Total_Computer_Percent,Total_Broadband_Internet,Total_Broadband_Internet_Percent
Census Tract 201, Alamance ,37,001,020100,37001020100,1671,90.7,1403,76.2
Census Tract 202, Alamance ,37,001,020200,37001020200,1268,94.0,1117,82.8
Census Tract 203.01, Alamance ,37,001,020301,37001020301,1221,85.9,1043,73.3
Census Tract 203.02, Alamance ,37,001,020302,37001020302,1135,92.4,1147,93.4
Census Tract 204, Alamance ,37,001,020400,37001020400,2102,83.2,1718,68.0
Census Tract 205.01, Alamance ,37,001,020501,37001020501,1288,93.3,1193,86.4
Census Tract 205.02, Alamance ,37,001,020502,37001020502,1259,85.3,1045,70.8
Census Tract 206.01, Alamance ,37,001,020601,37001020601,1320,92.2,1288,90.0
Census Tract 206.02, Alamance ,37,001,020602,37001020602,1166,89.8,1001,77.1
Census Tract 207.01, Alamance ,37,001,020701,37001020701,2131,88.2,1985,82.2
Census Tract 207.02, Alamance ,37,001,020702,37001020702,2369,93.5,2007,79.2
Census Tract 208.01, Alamance ,37,001,020801,37001020801,626,90.9,596,86.5
Census Tract 208.02, Alamance ,37,001,020802,37001020802,2064,89.1,1720,74.3
Census Tract 209.01, Alamance ,37,001,020901,37001020901,1150,75.1,1095,71.5
Census Tract 209.02, Alamance ,37,001,020902,37001020902,1435,97.4,1370,93.0
Census Tract 210, Alamance ,37,001,021000,37001021000,1449,85.4,1281,75.5
Census Tract 211.01, Alamance ,37,001,021101,37001021101,1203,92.9,1122,86.6
Census Tract 211.02, Alamance ,37,001,021102,37001021102,1344,92.7,1241,85.6
Census Tract 212.01, Alamance ,37,001,021201,37001021201,1902,85.8,1623,73.2
Census Tract 212.04, Alamance ,37,001,021204,37001021204,1765,91.6,1486,77.1
Census Tract 212.05, Alamance ,37,001,021205,37001021205,2946,93.6,2728,86.7
Census Tract 212.06, Alamance ,37,001,021206,37001021206,1743,86.0,1626,80.2
Census Tract 212.07, Alamance ,37,001,021207,37001021207,1355,90.8,1242,83.2
Census Tract 213, Alamance ,37,001,021300,37001021300,2190,91.9,1868,78.4
Census Tract 214, Alamance ,37,001,021400,37001021400,1131,90.0,936,74.5
Census Tract 215, Alamance ,37,001,021500,37001021500,1622,96.7,1515,90.3
Census Tract 216, Alamance ,37,001,021600,37001021600,1901,83.4,1620,71.1
Census Tract 217.01, Alamance ,37,001,021701,37001021701,1422,92.3,1243,80.7
Census Tract 217.02, Alamance ,37,001,021702,37001021702,2138,98.8,2089,96.6
Census Tract 217.03, Alamance ,37,001,021703,37001021703,2694,92.9,2599,89.7
Census Tract 218.01, Alamance ,37,001,021801,37001021801,1649,92.0,1474,82.2
Census Tract 218.02, Alamance ,37,001,021802,37001021802,1307,92.4,1215,85.9
Census Tract 218.03, Alamance ,37,001,021803,37001021803,1046,85.3,965,78.7
Census Tract 219.01, Alamance ,37,001,021901,37001021901,1689,89.5,1575,83.4
Census Tract 219.02, Alamance ,37,001,021902,37001021902,1455,90.0,1351,83.5
Census Tract 220.01, Alamance ,37,001,022001,37001022001,1387,93.0,1322,88.6
Census Tract 220.02, Alamance ,37,001,022002,37001022002,1537,92.5,1328,79.9
Census Tract 401, Alexander ,37,003,040100,37003040100,916,75.1,842,69.0
Census Tract 402, Alexander ,37,003,040200,37003040200,1265,74.1,1120,65.6
Census Tract 403, Alexander ,37,003,040300,37003040300,1100,87.7,1043,83.2
Census Tract 404, Alexander ,37,003,040400,37003040400,2386,86.3,2179,78.8
Census Tract 405, Alexander ,37,003,040500,37003040500,2041,85.7,1845,77.5
Census Tract 406, Alexander ,37,003,040600,37003040600,1755,88.5,1651,83.2
Census Tract 407, Alexander ,37,003,040700,37003040700,2539,92.8,2411,88.1
Census Tract 9501, Alleghany ,37,005,950100,37005950100,1596,87.7,1525,83.8
Census Tract 9502, Alleghany ,37,005,950200,37005950200,1414,81.7,1263,73.0
Census Tract 9503, Alleghany ,37,005,950300,37005950300,1106,76.2,1096,75.5
Census Tract 9201, Anson ,37,007,920100,37007920100,1312,85.5,1287,83.8
Census Tract 9202, Anson ,37,007,920200,37007920200,746,89.9,707,85.2
Census Tract 9203.01, Anson ,37,007,920301,37007920301,1804,89.0,1761,86.8
Census Tract 9203.02, Anson ,37,007,920302,37007920302,152,85.4,138,77.5
Census Tract 9204, Anson ,37,007,920400,37007920400,1018,80.1,906,71.3
Census Tract 9205.01, Anson ,37,007,920501,37007920501,359,86.1,375,89.9
Census Tract 9205.02, Anson ,37,007,920502,37007920502,1367,76.1,1189,66.2
Census Tract 9206, Anson ,37,007,920600,37007920600,1557,89.1,1374,78.6
Census Tract 9800, Anson ,37,007,980000,37007980000,0,-666666666.0,0,-666666666.0
Census Tract 9702, Ashe ,37,009,970200,37009970200,993,80.3,888,71.8
Census Tract 9703, Ashe ,37,009,970300,37009970300,853,73.3,802,68.9
Census Tract 9704, Ashe ,37,009,970400,37009970400,2013,90.5,1776,79.8
Census Tract 9705.01, Ashe ,37,009,970501,37009970501,955,79.1,832,68.9
Census Tract 9705.02, Ashe ,37,009,970502,37009970502,1040,89.7,975,84.1
Census Tract 9707.01, Ashe ,37,009,970701,37009970701,1588,88.0,1399,77.5
Census Tract 9707.02, Ashe ,37,009,970702,37009970702,789,89.4,792,89.7
Census Tract 9708.01, Ashe ,37,009,970801,37009970801,635,69.5,550,60.2
Census Tract 9708.02, Ashe ,37,009,970802,37009970802,1131,87.5,959,74.2
Census Tract 9301, Avery ,37,011,930100,37011930100,1193,91.8,1076,82.8
Census Tract 9302, Avery ,37,011,930200,37011930200,1008,90.4,903,81.0
Census Tract 9303.01, Avery ,37,011,930301,37011930301,1499,84.4,1235,69.5
Census Tract 9303.02, Avery ,37,011,930302,37011930302,851,81.8,839,80.7
Census Tract 9304, Avery ,37,011,930400,37011930400,1158,86.6,887,66.3
Census Tract 9301.01, Beaufort ,37,013,930101,37013930101,959,72.2,815,61.4
Census Tract 9301.02, Beaufort ,37,013,930102,37013930102,592,76.2,471,60.6
Census Tract 9302, Beaufort ,37,013,930200,37013930200,2264,88.4,1779,69.5
Census Tract 9303, Beaufort ,37,013,930300,37013930300,1275,78.1,1050,64.3
Census Tract 9304, Beaufort ,37,013,930400,37013930400,1947,85.3,1804,79.0
Census Tract 9305.01, Beaufort ,37,013,930501,37013930501,1912,91.3,1623,77.5
Census Tract 9305.02, Beaufort ,37,013,930502,37013930502,1370,88.4,1056,68.1
Census Tract 9306, Beaufort ,37,013,930600,37013930600,1223,92.4,1165,88.0
Census Tract 9307, Beaufort ,37,013,930700,37013930700,1133,90.9,999,80.2
Census Tract 9308, Beaufort ,37,013,930800,37013930800,862,75.7,781,68.6
Census Tract 9309, Beaufort ,37,013,930900,37013930900,1688,91.3,1437,77.7
Census Tract 9310.01, Beaufort ,37,013,931001,37013931001,930,87.3,880,82.6
Census Tract 9310.02, Beaufort ,37,013,931002,37013931002,1194,87.1,1104,80.5
Census Tract 9601, Bertie ,37,015,960100,37015960100,1760,78.3,1408,62.6
Census Tract 9602, Bertie ,37,015,960200,37015960200,1424,78.0,1218,66.7
Census Tract 9603, Bertie ,37,015,960300,37015960300,1223,82.0,792,53.1
Census Tract 9604.01, Bertie ,37,015,960401,37015960401,1171,84.7,1032,74.6
Census Tract 9604.02, Bertie ,37,015,960402,37015960402,721,68.1,448,42.3
Census Tract 9501.01, Bladen ,37,017,950101,37017950101,808,83.8,783,81.2
Census Tract 9501.02, Bladen ,37,017,950102,37017950102,756,81.5,738,79.5
Census Tract 9502, Bladen ,37,017,950200,37017950200,1159,88.3,1021,77.8
Census Tract 9503.01, Bladen ,37,017,950301,37017950301,924,83.4,885,79.9
Census Tract 9503.02, Bladen ,37,017,950302,37017950302,1144,86.1,1039,78.2
Census Tract 9504.01, Bladen ,37,017,950401,37017950401,1415,86.7,1342,82.2
Census Tract 9504.02, Bladen ,37,017,950402,37017950402,842,90.7,769,82.9
Census Tract 9505.01, Bladen ,37,017,950501,37017950501,1098,89.1,920,74.7
Census Tract 9505.02, Bladen ,37,017,950502,37017950502,1469,86.0,1365,79.9
Census Tract 9506.01, Bladen ,37,017,950601,37017950601,876,73.2,760,63.5
Census Tract 9506.02, Bladen ,37,017,950602,37017950602,805,76.4,712,67.6
Census Tract 201.01, Brunswick ,37,019,020101,37019020101,902,89.3,768,76.0
Census Tract 201.02, Brunswick ,37,019,020102,37019020102,2455,96.0,2386,93.3
Census Tract 201.05, Brunswick ,37,019,020105,37019020105,2753,98.4,2573,91.9
Census Tract 201.06, Brunswick ,37,019,020106,37019020106,1127,96.2,1081,92.2
Census Tract 201.07, Brunswick ,37,019,020107,37019020107,1118,89.2,1058,84.4
Census Tract 201.08, Brunswick ,37,019,020108,37019020108,1128,90.1,1067,85.2
Census Tract 202.01, Brunswick ,37,019,020201,37019020201,2262,98.4,2209,96.1
Census Tract 202.03, Brunswick ,37,019,020203,37019020203,833,95.9,778,89.5
Census Tract 202.04, Brunswick ,37,019,020204,37019020204,2832,96.7,2615,89.2
Census Tract 202.05, Brunswick ,37,019,020205,37019020205,2955,98.5,2862,95.4
Census Tract 202.06, Brunswick ,37,019,020206,37019020206,752,93.0,655,81.0
Census Tract 203.04, Brunswick ,37,019,020304,37019020304,4172,97.9,4138,97.1
Census Tract 203.05, Brunswick ,37,019,020305,37019020305,1294,90.2,1205,84.0
Census Tract 203.06, Brunswick ,37,019,020306,37019020306,764,95.6,710,88.9
Census Tract 203.07, Brunswick ,37,019,020307,37019020307,124,98.4,124,98.4
Census Tract 203.08, Brunswick ,37,019,020308,37019020308,836,97.4,775,90.3
Census Tract 203.11, Brunswick ,37,019,020311,37019020311,1242,93.6,1113,83.9
Census Tract 203.12, Brunswick ,37,019,020312,37019020312,469,85.0,457,82.8
Census Tract 203.13, Brunswick ,37,019,020313,37019020313,1265,97.1,1216,93.3
Census Tract 203.14, Brunswick ,37,019,020314,37019020314,240,100.0,230,95.8
Census Tract 203.15, Brunswick ,37,019,020315,37019020315,936,96.4,934,96.2
Census Tract 203.16, Brunswick ,37,019,020316,37019020316,319,94.1,295,87.0
Census Tract 204.04, Brunswick ,37,019,020404,37019020404,1112,86.4,1049,81.5
Census Tract 204.05, Brunswick ,37,019,020405,37019020405,1269,91.2,1121,80.5
Census Tract 204.06, Brunswick ,37,019,020406,37019020406,456,97.2,434,92.5
Census Tract 204.07, Brunswick ,37,019,020407,37019020407,733,78.1,705,75.1
Census Tract 204.08, Brunswick ,37,019,020408,37019020408,1261,96.4,989,75.6
Census Tract 204.09, Brunswick ,37,019,020409,37019020409,1061,98.2,973,90.1
Census Tract 205.04, Brunswick ,37,019,020504,37019020504,953,94.7,915,91.0
Census Tract 205.05, Brunswick ,37,019,020505,37019020505,1432,91.1,1201,76.4
Census Tract 205.08, Brunswick ,37,019,020508,37019020508,1394,98.0,1323,93.0
Census Tract 205.10, Brunswick ,37,019,020510,37019020510,1135,94.9,1011,84.5
Census Tract 205.11, Brunswick ,37,019,020511,37019020511,890,90.7,784,79.9
Census Tract 205.12, Brunswick ,37,019,020512,37019020512,456,96.4,439,92.8
Census Tract 205.13, Brunswick ,37,019,020513,37019020513,550,87.0,522,82.6
Census Tract 205.14, Brunswick ,37,019,020514,37019020514,1270,91.1,1246,89.4
Census Tract 205.15, Brunswick ,37,019,020515,37019020515,2265,96.1,2219,94.1
Census Tract 205.16, Brunswick ,37,019,020516,37019020516,1741,90.1,1647,85.2
Census Tract 205.17, Brunswick ,37,019,020517,37019020517,1170,94.6,1115,90.1
Census Tract 205.18, Brunswick ,37,019,020518,37019020518,1209,98.3,1165,94.7
Census Tract 206.01, Brunswick ,37,019,020601,37019020601,1682,82.5,1524,74.7
Census Tract 206.02, Brunswick ,37,019,020602,37019020602,1892,90.1,1656,78.8
Census Tract 206.03, Brunswick ,37,019,020603,37019020603,1073,88.8,1068,88.4
Census Tract 9901, Brunswick ,37,019,990100,37019990100,0,-666666666.0,0,-666666666.0
Census Tract 1, Buncombe ,37,021,000100,37021000100,419,65.6,355,55.6
Census Tract 2, Buncombe ,37,021,000200,37021000200,488,77.6,483,76.8
Census Tract 3, Buncombe ,37,021,000300,37021000300,945,87.7,930,86.3
Census Tract 4, Buncombe ,37,021,000400,37021000400,1284,95.3,1227,91.0
Census Tract 5, Buncombe ,37,021,000500,37021000500,1503,96.8,1414,91.1
Census Tract 6, Buncombe ,37,021,000600,37021000600,917,97.3,888,94.3
Census Tract 7, Buncombe ,37,021,000700,37021000700,751,95.3,743,94.3
Census Tract 8, Buncombe ,37,021,000800,37021000800,1325,95.9,1291,93.4
Census Tract 9, Buncombe ,37,021,000900,37021000900,888,67.2,829,62.8
Census Tract 10, Buncombe ,37,021,001000,37021001000,1597,87.7,1446,79.4
Census Tract 11, Buncombe ,37,021,001100,37021001100,2080,89.9,1956,84.6
Census Tract 12, Buncombe ,37,021,001200,37021001200,1755,92.5,1563,82.4
Census Tract 13, Buncombe ,37,021,001300,37021001300,1634,90.5,1430,79.2
Census Tract 14.01, Buncombe ,37,021,001401,37021001401,1576,85.7,1467,79.8
Census Tract 14.02, Buncombe ,37,021,001402,37021001402,974,85.0,851,74.3
Census Tract 15, Buncombe ,37,021,001500,37021001500,976,91.1,882,82.4
Census Tract 16.01, Buncombe ,37,021,001601,37021001601,1661,100.0,1631,98.2
Census Tract 16.02, Buncombe ,37,021,001602,37021001602,1108,89.5,1020,82.4
Census Tract 17, Buncombe ,37,021,001700,37021001700,1351,99.4,1289,94.8
Census Tract 18.01, Buncombe ,37,021,001801,37021001801,1504,78.9,1442,75.7
Census Tract 18.02, Buncombe ,37,021,001802,37021001802,2050,89.1,2040,88.7
Census Tract 19, Buncombe ,37,021,001900,37021001900,1625,74.9,1511,69.6
Census Tract 20, Buncombe ,37,021,002000,37021002000,2252,81.4,2134,77.2
Census Tract 21.01, Buncombe ,37,021,002101,37021002101,568,97.8,542,93.3
Census Tract 21.02, Buncombe ,37,021,002102,37021002102,1693,85.5,1440,72.7
Census Tract 22.03, Buncombe ,37,021,002203,37021002203,1565,76.8,1592,78.1
Census Tract 22.04, Buncombe ,37,021,002204,37021002204,4403,94.4,4267,91.5
Census Tract 22.05, Buncombe ,37,021,002205,37021002205,2251,92.3,2134,87.5
Census Tract 22.06, Buncombe ,37,021,002206,37021002206,1965,92.6,1900,89.6
Census Tract 23.03, Buncombe ,37,021,002303,37021002303,2150,90.6,2020,85.1
Census Tract 23.04, Buncombe ,37,021,002304,37021002304,538,92.9,490,84.6
Census Tract 23.05, Buncombe ,37,021,002305,37021002305,2082,91.6,1895,83.4
Census Tract 23.06, Buncombe ,37,021,002306,37021002306,1582,92.5,1530,89.4
Census Tract 24.01, Buncombe ,37,021,002401,37021002401,1064,82.9,879,68.5
Census Tract 24.02, Buncombe ,37,021,002402,37021002402,1646,90.7,1489,82.0
Census Tract 25.03, Buncombe ,37,021,002503,37021002503,1634,98.3,1490,89.6
Census Tract 25.04, Buncombe ,37,021,002504,37021002504,1523,87.3,1500,86.0
Census Tract 25.05, Buncombe ,37,021,002505,37021002505,1737,88.7,1600,81.7
Census Tract 25.06, Buncombe ,37,021,002506,37021002506,986,82.9,899,75.6
Census Tract 26.03, Buncombe ,37,021,002603,37021002603,1026,76.6,915,68.3
Census Tract 26.04, Buncombe ,37,021,002604,37021002604,1968,85.5,1717,74.6
Census Tract 26.06, Buncombe ,37,021,002606,37021002606,1754,92.6,1584,83.6
Census Tract 26.07, Buncombe ,37,021,002607,37021002607,1309,84.3,1152,74.2
Census Tract 26.08, Buncombe ,37,021,002608,37021002608,1589,89.6,1385,78.1
Census Tract 26.09, Buncombe ,37,021,002609,37021002609,415,100.0,361,87.0
Census Tract 27.01, Buncombe ,37,021,002701,37021002701,1221,91.7,1204,90.5
Census Tract 27.02, Buncombe ,37,021,002702,37021002702,1904,93.0,1833,89.5
Census Tract 27.04, Buncombe ,37,021,002704,37021002704,1709,94.5,1622,89.7
Census Tract 27.05, Buncombe ,37,021,002705,37021002705,559,100.0,544,97.3
Census Tract 28.03, Buncombe ,37,021,002803,37021002803,1421,90.8,1193,76.2
Census Tract 28.04, Buncombe ,37,021,002804,37021002804,1927,92.6,1752,84.2
Census Tract 29, Buncombe ,37,021,002900,37021002900,1553,94.7,1229,74.9
Census Tract 30.02, Buncombe ,37,021,003002,37021003002,2250,78.0,2007,69.6
Census Tract 30.03, Buncombe ,37,021,003003,37021003003,2035,83.3,1945,79.6
Census Tract 30.04, Buncombe ,37,021,003004,37021003004,866,91.9,861,91.4
Census Tract 31.03, Buncombe ,37,021,003103,37021003103,687,83.5,643,78.1
Census Tract 31.05, Buncombe ,37,021,003105,37021003105,1044,85.2,993,81.1
Census Tract 31.06, Buncombe ,37,021,003106,37021003106,452,81.0,363,65.1
Census Tract 31.07, Buncombe ,37,021,003107,37021003107,1775,89.0,1382,69.3
Census Tract 31.08, Buncombe ,37,021,003108,37021003108,646,55.9,597,51.7
Census Tract 32.01, Buncombe ,37,021,003201,37021003201,620,83.7,587,79.2
Census Tract 32.02, Buncombe ,37,021,003202,37021003202,1378,92.9,1325,89.3
Census Tract 32.03, Buncombe ,37,021,003203,37021003203,2200,96.4,2125,93.2
Census Tract 32.04, Buncombe ,37,021,003204,37021003204,2010,88.5,1956,86.2
Census Tract 32.05, Buncombe ,37,021,003205,37021003205,454,66.2,443,64.6
Census Tract 117.01, Catawba ,37,035,011701,37035011701,1723,93.0,1654,89.3
Census Tract 117.02, Catawba ,37,035,011702,37035011702,2662,92.7,2186,76.1
Census Tract 118.01, Catawba ,37,035,011801,37035011801,2184,93.4,2049,87.6
Census Tract 118.02, Catawba ,37,035,011802,37035011802,1924,85.5,1707,75.9
Census Tract 201.03, Chatham ,37,037,020103,37037020103,1863,98.8,1776,94.2
Census Tract 201.04, Chatham ,37,037,020104,37037020104,2395,96.3,2121,85.3
Census Tract 201.05, Chatham ,37,037,020105,37037020105,2508,99.6,2410,95.7
Census Tract 201.07, Chatham ,37,037,020107,37037020107,979,90.5,962,88.9
Census Tract 201.08, Chatham ,37,037,020108,37037020108,693,96.1,666,92.4
Census Tract 202.01, Chatham ,37,037,020201,37037020201,1187,92.3,1142,88.8
Census Tract 202.02, Chatham ,37,037,020202,37037020202,1128,88.6,1081,84.9
Census Tract 202.03, Chatham ,37,037,020203,37037020203,875,86.3,661,65.2
Census Tract 203, Chatham ,37,037,020300,37037020300,862,86.4,748,74.9
Census Tract 204.01, Chatham ,37,037,020401,37037020401,1840,88.8,1556,75.1
Census Tract 204.02, Chatham ,37,037,020402,37037020402,1656,84.0,1047,53.1
Census Tract 205, Chatham ,37,037,020500,37037020500,976,71.5,1039,76.1
Census Tract 206, Chatham ,37,037,020600,37037020600,1805,90.0,1512,75.4
Census Tract 207.02, Chatham ,37,037,020702,37037020702,1704,92.3,1508,81.7
Census Tract 207.03, Chatham ,37,037,020703,37037020703,1912,94.5,1863,92.1
Census Tract 207.04, Chatham ,37,037,020704,37037020704,1080,97.0,837,75.2
Census Tract 208.01, Chatham ,37,037,020801,37037020801,1794,86.1,1439,69.1
Census Tract 208.02, Chatham ,37,037,020802,37037020802,1004,81.7,889,72.3
Census Tract 208.03, Chatham ,37,037,020803,37037020803,909,97.5,909,97.5
Census Tract 9301.01, Cherokee ,37,039,930101,37039930101,912,83.8,864,79.4
Census Tract 9301.02, Cherokee ,37,039,930102,37039930102,719,79.1,668,73.5
Census Tract 9302, Cherokee ,37,039,930200,37039930200,878,86.9,764,75.6
Census Tract 9303, Cherokee ,37,039,930300,37039930300,952,88.0,783,72.4
Census Tract 9304.01, Cherokee ,37,039,930401,37039930401,1343,90.3,1211,81.4
Census Tract 9304.02, Cherokee ,37,039,930402,37039930402,749,81.8,643,70.2
Census Tract 9305.01, Cherokee ,37,039,930501,37039930501,681,88.8,616,80.3
Census Tract 9305.02, Cherokee ,37,039,930502,37039930502,1431,85.1,1232,73.2
Census Tract 9306.03, Cherokee ,37,039,930603,37039930603,708,82.7,630,73.6
Census Tract 9306.04, Cherokee ,37,039,930604,37039930604,794,92.6,624,72.8
Census Tract 9306.05, Cherokee ,37,039,930605,37039930605,814,91.1,689,77.1
Census Tract 9306.06, Cherokee ,37,039,930606,37039930606,905,90.8,767,76.9
Census Tract 9301.01, Chowan ,37,041,930101,37041930101,1983,86.7,1682,73.5
Census Tract 9301.02, Chowan ,37,041,930102,37041930102,974,93.8,829,79.9
Census Tract 9302.01, Chowan ,37,041,930201,37041930201,1703,82.9,1417,69.0
Census Tract 9302.02, Chowan ,37,041,930202,37041930202,833,82.6,667,66.1
Census Tract 9501.01, Clay ,37,043,950101,37043950101,1219,88.2,1131,81.8
Census Tract 9501.02, Clay ,37,043,950102,37043950102,960,88.2,924,84.8
Census Tract 9502.01, Clay ,37,043,950201,37043950201,1282,78.3,1120,68.4
Census Tract 9502.02, Clay ,37,043,950202,37043950202,1066,89.5,823,69.1
Census Tract 164.08, Guilford ,37,081,016408,37081016408,705,96.7,675,92.6
Census Tract 164.09, Guilford ,37,081,016409,37081016409,1037,96.6,995,92.6
Census Tract 164.10, Guilford ,37,081,016410,37081016410,2026,95.1,1826,85.7
Census Tract 165.02, Guilford ,37,081,016502,37081016502,2414,91.6,2124,80.6
Census Tract 165.03, Guilford ,37,081,016503,37081016503,2687,95.8,2335,83.3
Census Tract 165.05, Guilford ,37,081,016505,37081016505,2025,94.2,1938,90.1
Census Tract 165.06, Guilford ,37,081,016506,37081016506,1855,96.1,1657,85.8
Census Tract 166, Guilford ,37,081,016600,37081016600,687,87.9,642,82.1
Census Tract 167.01, Guilford ,37,081,016701,37081016701,2162,89.5,2028,83.9
Census Tract 167.02, Guilford ,37,081,016702,37081016702,1285,89.1,1194,82.7
Census Tract 168, Guilford ,37,081,016800,37081016800,2492,84.5,2226,75.5
Census Tract 169, Guilford ,37,081,016900,37081016900,1505,93.0,1336,82.6
Census Tract 170, Guilford ,37,081,017000,37081017000,1531,88.8,1327,77.0
Census Tract 171.01, Guilford ,37,081,017101,37081017101,1755,89.9,1714,87.8
Census Tract 171.02, Guilford ,37,081,017102,37081017102,839,91.6,767,83.7
Census Tract 172, Guilford ,37,081,017200,37081017200,2886,89.9,2613,81.4
Census Tract 9801, Guilford ,37,081,980100,37081980100,0,-666666666.0,0,-666666666.0
Census Tract 9301, Halifax ,37,083,930100,37083930100,1036,80.1,706,54.6
Census Tract 9302, Halifax ,37,083,930200,37083930200,1907,92.1,1655,79.9
Census Tract 9303, Halifax ,37,083,930300,37083930300,1399,86.7,1127,69.9
Census Tract 9304, Halifax ,37,083,930400,37083930400,1205,78.5,1098,71.5
Census Tract 9305.01, Halifax ,37,083,930501,37083930501,1419,84.3,1265,75.2
Census Tract 9305.03, Halifax ,37,083,930503,37083930503,619,78.0,476,59.9
Census Tract 9305.04, Halifax ,37,083,930504,37083930504,1131,83.6,829,61.3
Census Tract 9306, Halifax ,37,083,930600,37083930600,1386,84.8,1116,68.3
Census Tract 9307.01, Halifax ,37,083,930701,37083930701,395,79.2,268,53.7
Census Tract 9307.02, Halifax ,37,083,930702,37083930702,936,82.5,701,61.8
Census Tract 9308, Halifax ,37,083,930800,37083930800,1636,77.1,934,44.0
Census Tract 9309.01, Halifax ,37,083,930901,37083930901,534,79.5,190,28.3
Census Tract 9309.02, Halifax ,37,083,930902,37083930902,867,66.1,476,36.3
Census Tract 9310, Halifax ,37,083,931000,37083931000,851,72.7,498,42.6
Census Tract 9311.01, Halifax ,37,083,931101,37083931101,511,78.3,390,59.7
Census Tract 9311.02, Halifax ,37,083,931102,37083931102,1092,71.8,515,33.9
Census Tract 701, Harnett ,37,085,070100,37085070100,1589,87.8,1239,68.5
Census Tract 702, Harnett ,37,085,070200,37085070200,1164,87.8,872,65.8
Census Tract 703, Harnett ,37,085,070300,37085070300,1831,86.5,1598,75.5
Census Tract 704.01, Harnett ,37,085,070401,37085070401,1349,85.5,1207,76.5
Census Tract 704.02, Harnett ,37,085,070402,37085070402,2608,87.2,2190,73.2
Census Tract 705, Harnett ,37,085,070500,37085070500,2028,87.1,1786,76.7
Census Tract 706, Harnett ,37,085,070600,37085070600,1779,92.1,1698,87.9
Census Tract 707, Harnett ,37,085,070700,37085070700,1400,87.3,1143,71.3
Census Tract 708.01, Harnett ,37,085,070801,37085070801,820,92.4,770,86.8
Census Tract 708.02, Harnett ,37,085,070802,37085070802,1413,95.8,1364,92.5
Census Tract 709.01, Harnett ,37,085,070901,37085070901,1045,93.7,1014,90.9
Census Tract 109, Nash ,37,127,010900,37127010900,1751,90.8,1648,85.4
Census Tract 110, Nash ,37,127,011000,37127011000,1471,74.7,1260,64.0
Census Tract 111.01, Nash ,37,127,011101,37127011101,2184,94.1,2096,90.3
Census Tract 111.03, Nash ,37,127,011103,37127011103,1804,94.7,1650,86.7
Census Tract 111.04, Nash ,37,127,011104,37127011104,682,91.9,665,89.6
Census Tract 112.01, Nash ,37,127,011201,37127011201,1248,93.9,1045,78.6
Census Tract 112.02, Nash ,37,127,011202,37127011202,1035,88.7,953,81.7
Census Tract 113, Nash ,37,127,011300,37127011300,1540,84.9,1457,80.3
Census Tract 114, Nash ,37,127,011400,37127011400,1382,89.1,1290,83.2
Census Tract 115.01, Nash ,37,127,011501,37127011501,886,84.8,842,80.6
Census Tract 115.02, Nash ,37,127,011502,37127011502,1077,83.6,1002,77.7
Census Tract 101, New Hanover ,37,129,010100,37129010100,1222,95.5,1140,89.1
Census Tract 102, New Hanover ,37,129,010200,37129010200,1691,94.1,1466,81.6
Census Tract 103, New Hanover ,37,129,010300,37129010300,2035,90.9,1937,86.5
Census Tract 104, New Hanover ,37,129,010400,37129010400,1202,98.3,1195,97.7
Census Tract 105.01, New Hanover ,37,129,010501,37129010501,2110,97.5,1554,71.8
Census Tract 105.03, New Hanover ,37,129,010503,37129010503,1153,90.4,1153,90.4
Census Tract 105.04, New Hanover ,37,129,010504,37129010504,3286,100.0,2559,77.9
Census Tract 106, New Hanover ,37,129,010600,37129010600,2017,90.6,1839,82.6
Census Tract 107, New Hanover ,37,129,010700,37129010700,1731,77.5,1446,64.7
Census Tract 108, New Hanover ,37,129,010800,37129010800,839,90.9,745,80.7
Census Tract 109, New Hanover ,37,129,010900,37129010900,934,95.5,830,84.9
Census Tract 110, New Hanover ,37,129,011000,37129011000,952,85.3,689,61.7
Census Tract 111, New Hanover ,37,129,011100,37129011100,1037,77.4,894,66.8
Census Tract 112, New Hanover ,37,129,011200,37129011200,886,91.1,820,84.3
Census Tract 113, New Hanover ,37,129,011300,37129011300,1043,89.6,839,72.1
Census Tract 114, New Hanover ,37,129,011400,37129011400,742,87.9,530,62.8
Census Tract 115.01, New Hanover ,37,129,011501,37129011501,1502,87.7,1218,71.1
Census Tract 115.02, New Hanover ,37,129,011502,37129011502,805,94.2,757,88.5
Census Tract 115.03, New Hanover ,37,129,011503,37129011503,1323,95.8,1211,87.7
Census Tract 115.04, New Hanover ,37,129,011504,37129011504,1737,93.5,1538,82.8
Census Tract 116.05, New Hanover ,37,129,011605,37129011605,2014,98.1,1919,93.5
Census Tract 116.06, New Hanover ,37,129,011606,37129011606,1897,96.9,1810,92.5
Census Tract 116.08, New Hanover ,37,129,011608,37129011608,2562,97.3,2530,96.1
Census Tract 116.09, New Hanover ,37,129,011609,37129011609,2371,95.3,2278,91.6
Census Tract 116.10, New Hanover ,37,129,011610,37129011610,1403,96.0,1355,92.7
Census Tract 116.11, New Hanover ,37,129,011611,37129011611,2583,94.5,2374,86.9
Census Tract 116.12, New Hanover ,37,129,011612,37129011612,2642,98.0,2543,94.3
Census Tract 117.01, New Hanover ,37,129,011701,37129011701,2142,90.6,1992,84.2
Census Tract 117.03, New Hanover ,37,129,011703,37129011703,2108,99.2,1993,93.8
