Census_Tract_Name,County_Name,State_FIPS,County_FIPS,Census_Tract_FIPS,FIPS_Code,Total_Computer,Total_Computer_Percent,Total_Broadband_Internet,Total_Broadband_Internet_Percent
Census Tract 58.11, Mecklenburg ,37,119,005811,37119005811,1762,94.9,1742,93.9
Census Tract 58.15, Mecklenburg ,37,119,005815,37119005815,1496,99.3,1446,96.0
Census Tract 58.16, Mecklenburg ,37,119,005816,37119005816,1666,98.9,1663,98.7
Census Tract 58.17, Mecklenburg ,37,119,005817,37119005817,1573,98.7,1572,98.7
Census Tract 58.24, Mecklenburg ,37,119,005824,37119005824,1486,97.4,1373,90.0
Census Tract 58.26, Mecklenburg ,37,119,005826,37119005826,1066,98.7,1054,97.6
Census Tract 58.27, Mecklenburg ,37,119,005827,37119005827,1075,97.5,1049,95.2
Census Tract 58.28, Mecklenburg ,37,119,005828,37119005828,1654,98.8,1616,96.5
Census Tract 58.29, Mecklenburg ,37,119,005829,37119005829,838,95.1,777,88.2
Census Tract 58.30, Mecklenburg ,37,119,005830,37119005830,1441,98.1,1395,95.0
Census Tract 58.32, Mecklenburg ,37,119,005832,37119005832,942,94.2,935,93.5
Census Tract 58.33, Mecklenburg ,37,119,005833,37119005833,2042,93.1,1848,84.3
Census Tract 58.34, Mecklenburg ,37,119,005834,37119005834,1657,99.3,1527,91.5
Census Tract 58.35, Mecklenburg ,37,119,005835,37119005835,997,97.9,970,95.3
Census Tract 58.36, Mecklenburg ,37,119,005836,37119005836,1144,98.3,1086,93.3
Census Tract 58.39, Mecklenburg ,37,119,005839,37119005839,1107,98.1,1077,95.5
Census Tract 58.40, Mecklenburg ,37,119,005840,37119005840,772,96.7,779,97.6
Census Tract 58.43, Mecklenburg ,37,119,005843,37119005843,1138,97.9,1123,96.6
Census Tract 58.45, Mecklenburg ,37,119,005845,37119005845,1711,95.7,1691,94.6
Census Tract 58.46, Mecklenburg ,37,119,005846,37119005846,1224,98.6,1225,98.7
Census Tract 58.47, Mecklenburg ,37,119,005847,37119005847,1815,97.8,1796,96.8
Census Tract 58.48, Mecklenburg ,37,119,005848,37119005848,1577,98.9,1568,98.3
Census Tract 58.49, Mecklenburg ,37,119,005849,37119005849,1096,95.1,1002,86.9
Census Tract 58.50, Mecklenburg ,37,119,005850,37119005850,802,98.0,632,77.3
Census Tract 58.51, Mecklenburg ,37,119,005851,37119005851,1467,98.7,1459,98.2
Census Tract 58.52, Mecklenburg ,37,119,005852,37119005852,1532,100.0,1532,100.0
Census Tract 58.53, Mecklenburg ,37,119,005853,37119005853,1024,89.7,1086,95.1
Census Tract 58.54, Mecklenburg ,37,119,005854,37119005854,1149,100.0,1128,98.2
Census Tract 58.55, Mecklenburg ,37,119,005855,37119005855,1805,100.0,1748,96.8
Census Tract 58.56, Mecklenburg ,37,119,005856,37119005856,948,100.0,948,100.0
Census Tract 58.57, Mecklenburg ,37,119,005857,37119005857,822,98.6,822,98.6
Census Tract 58.58, Mecklenburg ,37,119,005858,37119005858,1342,100.0,1298,96.7
Census Tract 58.59, Mecklenburg ,37,119,005859,37119005859,1172,99.0,1150,97.1
Census Tract 58.60, Mecklenburg ,37,119,005860,37119005860,1543,93.1,1543,93.1
Census Tract 57.21, Mecklenburg ,37,119,005721,37119005721,1462,97.6,1409,94.1
Census Tract 58.61, Mecklenburg ,37,119,005861,37119005861,1272,93.9,1255,92.7
Census Tract 58.62, Mecklenburg ,37,119,005862,37119005862,1115,100.0,1115,100.0
Census Tract 58.63, Mecklenburg ,37,119,005863,37119005863,1233,93.8,1204,91.6
Census Tract 58.64, Mecklenburg ,37,119,005864,37119005864,1643,100.0,1629,99.1
Census Tract 58.65, Mecklenburg ,37,119,005865,37119005865,913,98.6,913,98.6
Census Tract 58.66, Mecklenburg ,37,119,005866,37119005866,2028,98.3,2013,97.6
Census Tract 203.12, Union ,37,179,020312,37179020312,1699,97.0,1635,93.4
Census Tract 203.13, Union ,37,179,020313,37179020313,743,94.4,706,89.7
Census Tract 203.14, Union ,37,179,020314,37179020314,1805,95.8,1761,93.5
Census Tract 203.15, Union ,37,179,020315,37179020315,1517,96.4,1484,94.3
Census Tract 203.16, Union ,37,179,020316,37179020316,1728,98.5,1626,92.6
Census Tract 203.17, Union ,37,179,020317,37179020317,2047,97.7,2037,97.2
Census Tract 203.18, Union ,37,179,020318,37179020318,1516,98.1,1503,97.2
Census Tract 203.19, Union ,37,179,020319,37179020319,1016,100.0,998,98.2
Census Tract 203.20, Union ,37,179,020320,37179020320,929,100.0,909,97.8
Census Tract 203.21, Union ,37,179,020321,37179020321,1446,97.0,1380,92.6
Census Tract 204.01, Union ,37,179,020401,37179020401,1912,94.0,1862,91.6
Census Tract 204.03, Union ,37,179,020403,37179020403,1396,91.4,1286,84.2
Census Tract 204.05, Union ,37,179,020405,37179020405,636,88.8,594,83.0
Census Tract 204.06, Union ,37,179,020406,37179020406,1121,94.3,1007,84.7
Census Tract 205.01, Union ,37,179,020501,37179020501,1767,92.3,1698,88.7
Census Tract 205.02, Union ,37,179,020502,37179020502,1454,93.1,1352,86.6
Census Tract 206.01, Union ,37,179,020601,37179020601,1759,89.9,1666,85.2
Census Tract 206.02, Union ,37,179,020602,37179020602,1350,82.9,1134,69.6
Census Tract 207.01, Union ,37,179,020701,37179020701,1384,85.9,1448,89.9
Census Tract 207.02, Union ,37,179,020702,37179020702,1238,89.2,1208,87.0
Census Tract 208, Union ,37,179,020800,37179020800,2072,93.8,1968,89.0
Census Tract 209.01, Union ,37,179,020901,37179020901,1807,89.2,1733,85.6
Census Tract 209.02, Union ,37,179,020902,37179020902,2116,89.5,2007,84.9
Census Tract 210.04, Union ,37,179,021004,37179021004,2018,90.9,1959,88.3
Census Tract 210.05, Union ,37,179,021005,37179021005,1617,89.3,1568,86.6
Census Tract 210.06, Union ,37,179,021006,37179021006,1832,100.0,1813,99.0
Census Tract 210.07, Union ,37,179,021007,37179021007,2001,99.4,1993,99.0
Census Tract 210.09, Union ,37,179,021009,37179021009,1103,99.3,1093,98.4
Census Tract 210.12, Union ,37,179,021012,37179021012,1474,98.3,1469,97.9
Census Tract 210.13, Union ,37,179,021013,37179021013,1904,97.6,1809,92.8
Census Tract 210.14, Union ,37,179,021014,37179021014,827,95.5,787,90.9
Census Tract 210.15, Union ,37,179,021015,37179021015,1652,96.9,1635,96.0
Census Tract 210.16, Union ,37,179,021016,37179021016,1407,100.0,1407,100.0
Census Tract 210.17, Union ,37,179,021017,37179021017,1644,100.0,1644,100.0
Census Tract 210.18, Union ,37,179,021018,37179021018,1142,98.6,1102,95.2
Census Tract 210.19, Union ,37,179,021019,37179021019,1250,97.3,1285,100.0
Census Tract 210.20, Union ,37,179,021020,37179021020,1337,98.5,1313,96.8
Census Tract 210.21, Union ,37,179,021021,37179021021,548,97.2,548,97.2
Census Tract 9601, Vance ,37,181,960100,37181960100,1596,88.7,1462,81.2
Census Tract 9602, Vance ,37,181,960200,37181960200,1550,87.3,1272,71.7
Census Tract 9603, Vance ,37,181,960300,37181960300,1781,98.5,1531,84.7
Census Tract 9604, Vance ,37,181,960400,37181960400,1349,80.0,1292,76.6
Census Tract 9605, Vance ,37,181,960500,37181960500,1589,78.9,1298,64.4
Census Tract 9606, Vance ,37,181,960600,37181960600,367,76.3,280,58.2
Census Tract 409, Cabarrus ,37,025,040900,37025040900,719,89.8,686,85.6
Census Tract 410.01, Cabarrus ,37,025,041001,37025041001,862,89.8,733,76.4
Census Tract 410.02, Cabarrus ,37,025,041002,37025041002,834,85.7,672,69.1
Census Tract 411, Cabarrus ,37,025,041100,37025041100,2207,94.8,2154,92.5
Census Tract 412.01, Cabarrus ,37,025,041201,37025041201,1317,96.1,1267,92.4
Census Tract 412.02, Cabarrus ,37,025,041202,37025041202,1771,95.6,1698,91.7
Census Tract 413.01, Cabarrus ,37,025,041301,37025041301,2247,95.7,2150,91.6
Census Tract 413.04, Cabarrus ,37,025,041304,37025041304,2183,99.5,2139,97.4
Census Tract 413.05, Cabarrus ,37,025,041305,37025041305,884,98.0,856,94.9
Census Tract 413.06, Cabarrus ,37,025,041306,37025041306,1736,99.4,1730,99.1
Census Tract 413.07, Cabarrus ,37,025,041307,37025041307,2277,100.0,1943,85.3
Census Tract 415.03, Cabarrus ,37,025,041503,37025041503,1501,97.3,1448,93.9
Census Tract 415.04, Cabarrus ,37,025,041504,37025041504,1314,100.0,1266,96.3
Census Tract 415.05, Cabarrus ,37,025,041505,37025041505,2042,100.0,1963,96.1
Census Tract 415.06, Cabarrus ,37,025,041506,37025041506,1641,100.0,1624,99.0
Census Tract 415.07, Cabarrus ,37,025,041507,37025041507,1181,100.0,1151,97.5
Census Tract 416.02, Cabarrus ,37,025,041602,37025041602,1454,95.2,1304,85.3
Census Tract 416.03, Cabarrus ,37,025,041603,37025041603,1344,97.5,1311,95.1
Census Tract 416.04, Cabarrus ,37,025,041604,37025041604,1448,96.6,1392,92.9
Census Tract 417.01, Cabarrus ,37,025,041701,37025041701,1264,80.8,1227,78.5
Census Tract 417.02, Cabarrus ,37,025,041702,37025041702,1145,93.5,1127,92.0
Census Tract 419.01, Cabarrus ,37,025,041901,37025041901,635,88.0,588,81.4
Census Tract 419.02, Cabarrus ,37,025,041902,37025041902,1306,86.4,1156,76.5
Census Tract 420, Cabarrus ,37,025,042000,37025042000,1616,92.1,1507,85.9
Census Tract 421.01, Cabarrus ,37,025,042101,37025042101,1124,87.5,646,50.3
Census Tract 421.02, Cabarrus ,37,025,042102,37025042102,1229,85.3,1132,78.6
Census Tract 422.01, Cabarrus ,37,025,042201,37025042201,1009,87.6,1014,88.0
Census Tract 422.02, Cabarrus ,37,025,042202,37025042202,1452,99.2,1432,97.9
Census Tract 423, Cabarrus ,37,025,042300,37025042300,1505,85.3,1428,80.9
Census Tract 424.01, Cabarrus ,37,025,042401,37025042401,1317,96.2,1257,91.8
Census Tract 424.02, Cabarrus ,37,025,042402,37025042402,1840,94.6,1708,87.8
Census Tract 425.01, Cabarrus ,37,025,042501,37025042501,1378,95.2,1341,92.6
Census Tract 425.02, Cabarrus ,37,025,042502,37025042502,846,90.3,771,82.3
Census Tract 425.03, Cabarrus ,37,025,042503,37025042503,1874,97.6,1764,91.9
Census Tract 425.04, Cabarrus ,37,025,042504,37025042504,496,97.1,478,93.5
Census Tract 426.01, Cabarrus ,37,025,042601,37025042601,1855,96.4,1750,91.0
Census Tract 408, Cabarrus ,37,025,040800,37025040800,1186,89.1,1126,84.6
Census Tract 426.02, Cabarrus ,37,025,042602,37025042602,1292,93.2,1281,92.4
Census Tract 426.03, Cabarrus ,37,025,042603,37025042603,3105,99.0,2847,90.8
Census Tract 426.04, Cabarrus ,37,025,042604,37025042604,1364,92.8,1353,92.0
Census Tract 301, Caldwell ,37,027,030100,37027030100,1549,68.8,1505,66.9
Census Tract 302, Caldwell ,37,027,030200,37027030200,1741,81.3,1730,80.8
Census Tract 303, Caldwell ,37,027,030300,37027030300,1433,88.2,1283,79.0
Census Tract 9701.01, Granville ,37,077,970101,37077970101,1401,79.7,1284,73.1
Census Tract 9701.02, Granville ,37,077,970102,37077970102,1249,91.9,1091,80.3
Census Tract 9702, Granville ,37,077,970200,37077970200,1541,91.6,1354,80.5
Census Tract 9703, Granville ,37,077,970300,37077970300,1362,89.8,1136,74.9
Census Tract 9704, Granville ,37,077,970400,37077970400,1496,85.1,1348,76.7
Census Tract 9705, Granville ,37,077,970500,37077970500,1548,91.7,1357,80.4
Census Tract 9706.01, Granville ,37,077,970601,37077970601,1796,92.2,1660,85.3
Census Tract 9706.04, Granville ,37,077,970604,37077970604,1254,98.2,1238,96.9
Census Tract 9706.05, Granville ,37,077,970605,37077970605,1958,99.0,1911,96.6
Census Tract 9706.06, Granville ,37,077,970606,37077970606,690,100.0,688,99.7
Census Tract 9706.07, Granville ,37,077,970607,37077970607,1876,96.1,1800,92.2
Census Tract 9707.01, Granville ,37,077,970701,37077970701,1839,89.5,1721,83.8
Census Tract 9707.02, Granville ,37,077,970702,37077970702,636,82.3,623,80.6
Census Tract 9707.03, Granville ,37,077,970703,37077970703,1057,93.1,862,75.9
Census Tract 9707.04, Granville ,37,077,970704,37077970704,0,-666666666.0,0,-666666666.0
Census Tract 9501.01, Greene ,37,079,950101,37079950101,1352,86.6,1258,80.6
Census Tract 9501.02, Greene ,37,079,950102,37079950102,1073,91.3,919,78.2
Census Tract 9502, Greene ,37,079,950200,37079950200,1429,89.8,1216,76.4
Census Tract 9503.01, Greene ,37,079,950301,37079950301,1396,82.6,1162,68.8
Census Tract 9503.02, Greene ,37,079,950302,37079950302,970,80.8,830,69.2
Census Tract 101, Guilford ,37,081,010100,37081010100,497,79.3,347,55.3
Census Tract 102, Guilford ,37,081,010200,37081010200,1640,68.5,1489,62.2
Census Tract 103, Guilford ,37,081,010300,37081010300,650,71.8,550,60.8
Census Tract 104.01, Guilford ,37,081,010401,37081010401,704,95.5,688,93.4
Census Tract 104.03, Guilford ,37,081,010403,37081010403,704,94.5,669,89.8
Census Tract 104.04, Guilford ,37,081,010404,37081010404,959,98.8,953,98.1
Census Tract 105, Guilford ,37,081,010500,37081010500,1104,96.4,1031,90.0
Census Tract 106.01, Guilford ,37,081,010601,37081010601,1232,99.2,1164,93.7
Census Tract 106.02, Guilford ,37,081,010602,37081010602,1656,98.3,1377,81.8
Census Tract 107.01, Guilford ,37,081,010701,37081010701,776,89.2,664,76.3
Census Tract 107.02, Guilford ,37,081,010702,37081010702,916,100.0,778,84.9
Census Tract 108, Guilford ,37,081,010800,37081010800,1132,91.1,913,73.5
Census Tract 109, Guilford ,37,081,010900,37081010900,842,90.3,706,75.8
Census Tract 110, Guilford ,37,081,011000,37081011000,397,70.9,327,58.4
Census Tract 111.01, Guilford ,37,081,011101,37081011101,1162,71.7,878,54.2
Census Tract 111.02, Guilford ,37,081,011102,37081011102,780,77.2,704,69.7
Census Tract 112.01, Guilford ,37,081,011201,37081011201,896,83.7,679,63.5
Census Tract 112.02, Guilford ,37,081,011202,37081011202,998,81.3,933,76.0
Census Tract 113, Guilford ,37,081,011300,37081011300,1214,78.8,1039,67.4
Census Tract 114, Guilford ,37,081,011400,37081011400,1401,71.1,1181,59.9
Census Tract 115, Guilford ,37,081,011500,37081011500,878,75.0,825,70.5
Census Tract 116.01, Guilford ,37,081,011601,37081011601,933,91.6,837,82.1
Census Tract 116.02, Guilford ,37,081,011602,37081011602,826,79.0,682,65.3
Census Tract 58.68, Mecklenburg ,37,119,005868,37119005868,801,97.4,743,90.4
Census Tract 59.08, Mecklenburg ,37,119,005908,37119005908,686,98.0,653,93.3
Census Tract 59.10, Mecklenburg ,37,119,005910,37119005910,1932,99.2,1791,91.9
Census Tract 59.13, Mecklenburg ,37,119,005913,37119005913,2573,97.8,2430,92.4
Census Tract 59.15, Mecklenburg ,37,119,005915,37119005915,1327,99.7,1250,93.9
Census Tract 59.16, Mecklenburg ,37,119,005916,37119005916,766,90.9,672,79.7
Census Tract 59.18, Mecklenburg ,37,119,005918,37119005918,1412,99.4,1356,95.4
Census Tract 59.19, Mecklenburg ,37,119,005919,37119005919,1016,92.8,972,88.8
Census Tract 59.20, Mecklenburg ,37,119,005920,37119005920,748,95.5,731,93.4
Census Tract 59.21, Mecklenburg ,37,119,005921,37119005921,984,98.9,984,98.9
Census Tract 59.22, Mecklenburg ,37,119,005922,37119005922,1365,98.6,1333,96.3
Census Tract 59.23, Mecklenburg ,37,119,005923,37119005923,1596,100.0,1579,98.9
Census Tract 59.24, Mecklenburg ,37,119,005924,37119005924,1824,99.4,1667,90.8
Census Tract 59.25, Mecklenburg ,37,119,005925,37119005925,911,100.0,911,100.0
Census Tract 59.26, Mecklenburg ,37,119,005926,37119005926,1714,100.0,1692,98.7
Census Tract 59.27, Mecklenburg ,37,119,005927,37119005927,2315,100.0,2107,91.0
Census Tract 59.28, Mecklenburg ,37,119,005928,37119005928,507,100.0,465,91.7
Census Tract 59.29, Mecklenburg ,37,119,005929,37119005929,1691,100.0,1665,98.5
Census Tract 59.30, Mecklenburg ,37,119,005930,37119005930,1068,91.0,907,77.3
Census Tract 59.31, Mecklenburg ,37,119,005931,37119005931,1341,98.4,1224,89.8
Census Tract 59.32, Mecklenburg ,37,119,005932,37119005932,874,95.6,874,95.6
Census Tract 60.05, Mecklenburg ,37,119,006005,37119006005,1034,95.9,940,87.2
Census Tract 60.08, Mecklenburg ,37,119,006008,37119006008,1406,100.0,1253,89.1
Census Tract 60.09, Mecklenburg ,37,119,006009,37119006009,1246,96.4,1171,90.6
Census Tract 60.11, Mecklenburg ,37,119,006011,37119006011,859,98.8,605,69.6
Census Tract 60.12, Mecklenburg ,37,119,006012,37119006012,1462,94.4,1369,88.4
Census Tract 60.13, Mecklenburg ,37,119,006013,37119006013,1556,99.0,1515,96.4
Census Tract 60.14, Mecklenburg ,37,119,006014,37119006014,1346,100.0,1288,95.7
Census Tract 60.15, Mecklenburg ,37,119,006015,37119006015,1263,95.7,1264,95.8
Census Tract 60.16, Mecklenburg ,37,119,006016,37119006016,826,95.8,728,84.5
Census Tract 61.03, Mecklenburg ,37,119,006103,37119006103,1495,99.2,1448,96.1
Census Tract 61.05, Mecklenburg ,37,119,006105,37119006105,992,98.9,939,93.6
Census Tract 61.08, Mecklenburg ,37,119,006108,37119006108,1634,97.1,1476,87.8
Census Tract 61.09, Mecklenburg ,37,119,006109,37119006109,1166,92.3,1094,86.6
Census Tract 61.10, Mecklenburg ,37,119,006110,37119006110,2135,97.5,2052,93.7
Census Tract 61.11, Mecklenburg ,37,119,006111,37119006111,1117,92.5,1077,89.2
Census Tract 58.67, Mecklenburg ,37,119,005867,37119005867,1169,86.0,901,66.3
Census Tract 61.12, Mecklenburg ,37,119,006112,37119006112,810,87.4,810,87.4
Census Tract 61.13, Mecklenburg ,37,119,006113,37119006113,1366,100.0,1322,96.8
Census Tract 61.14, Mecklenburg ,37,119,006114,37119006114,1227,95.3,1194,92.7
Census Tract 61.15, Mecklenburg ,37,119,006115,37119006115,1824,98.2,1732,93.3
Census Tract 62.08, Mecklenburg ,37,119,006208,37119006208,1515,99.7,1481,97.4
Census Tract 62.09, Mecklenburg ,37,119,006209,37119006209,2226,95.7,2126,91.4
Census Tract 9608, Vance ,37,181,960800,37181960800,662,80.0,562,68.0
Census Tract 9609.01, Vance ,37,181,960901,37181960901,1053,93.9,990,88.3
Census Tract 9609.02, Vance ,37,181,960902,37181960902,602,83.5,518,71.8
Census Tract 9609.03, Vance ,37,181,960903,37181960903,874,76.7,751,65.9
Census Tract 9610, Vance ,37,181,961000,37181961000,1676,79.6,1488,70.7
Census Tract 501, Wake ,37,183,050100,37183050100,2286,98.3,2233,96.0
Census Tract 503, Wake ,37,183,050300,37183050300,2165,94.6,2143,93.7
Census Tract 504, Wake ,37,183,050400,37183050400,854,97.3,842,95.9
Census Tract 505, Wake ,37,183,050500,37183050500,1974,96.9,1890,92.7
Census Tract 506, Wake ,37,183,050600,37183050600,974,93.2,869,83.2
Census Tract 507, Wake ,37,183,050700,37183050700,1128,78.6,1055,73.5
Census Tract 508, Wake ,37,183,050800,37183050800,738,89.0,667,80.5
Census Tract 509, Wake ,37,183,050900,37183050900,834,91.1,736,80.4
Census Tract 510, Wake ,37,183,051000,37183051000,1564,98.7,1425,89.9
Census Tract 511.01, Wake ,37,183,051101,37183051101,514,95.7,499,92.9
Census Tract 511.02, Wake ,37,183,051102,37183051102,54,78.3,50,72.5
Census Tract 512, Wake ,37,183,051200,37183051200,2463,97.0,2355,92.8
Census Tract 514, Wake ,37,183,051400,37183051400,1882,98.1,1833,95.5
Census Tract 515.01, Wake ,37,183,051501,37183051501,1513,98.2,1446,93.8
Census Tract 515.02, Wake ,37,183,051502,37183051502,848,95.4,848,95.4
Census Tract 516, Wake ,37,183,051600,37183051600,2142,98.6,2056,94.6
Census Tract 517, Wake ,37,183,051700,37183051700,1311,97.0,1281,94.8
Census Tract 518, Wake ,37,183,051800,37183051800,2184,98.8,2108,95.3
Census Tract 519, Wake ,37,183,051900,37183051900,1657,88.0,1517,80.6
Census Tract 520.01, Wake ,37,183,052001,37183052001,1418,92.7,1337,87.4
Census Tract 520.02, Wake ,37,183,052002,37183052002,1675,88.0,1614,84.8
Census Tract 521.01, Wake ,37,183,052101,37183052101,2902,91.0,2827,88.6
Census Tract 521.02, Wake ,37,183,052102,37183052102,1822,90.6,1783,88.7
Census Tract 523.03, Wake ,37,183,052303,37183052303,1336,97.9,1085,79.5
Census Tract 523.04, Wake ,37,183,052304,37183052304,1084,96.6,987,88.0
Census Tract 523.05, Wake ,37,183,052305,37183052305,842,97.1,831,95.8
Census Tract 523.06, Wake ,37,183,052306,37183052306,384,100.0,384,100.0
Census Tract 523.07, Wake ,37,183,052307,37183052307,2486,100.0,2251,90.5
Census Tract 524.01, Wake ,37,183,052401,37183052401,2524,97.6,2451,94.8
Census Tract 524.04, Wake ,37,183,052404,37183052404,1469,98.3,1411,94.4
Census Tract 524.07, Wake ,37,183,052407,37183052407,2028,96.9,1888,90.2
Census Tract 9607, Vance ,37,181,960700,37181960700,1222,86.3,1136,80.2
Census Tract 524.08, Wake ,37,183,052408,37183052408,1144,96.5,1039,87.6
Census Tract 524.09, Wake ,37,183,052409,37183052409,1164,95.5,1112,91.2
Census Tract 524.10, Wake ,37,183,052410,37183052410,598,100.0,586,98.0
Census Tract 524.11, Wake ,37,183,052411,37183052411,2665,98.1,2388,87.9
Census Tract 525.04, Wake ,37,183,052504,37183052504,3452,96.3,3241,90.4
Census Tract 525.05, Wake ,37,183,052505,37183052505,2178,98.8,1998,90.6
Census Tract 525.06, Wake ,37,183,052506,37183052506,1158,93.4,1100,88.7
Census Tract 525.07, Wake ,37,183,052507,37183052507,1282,98.5,1201,92.3
Census Tract 304, Caldwell ,37,027,030400,37027030400,1234,80.7,1181,77.2
Census Tract 305, Caldwell ,37,027,030500,37027030500,1639,80.9,1513,74.7
Census Tract 306, Caldwell ,37,027,030600,37027030600,1641,94.1,1507,86.4
Census Tract 307, Caldwell ,37,027,030700,37027030700,2255,83.4,2123,78.5
Census Tract 308.01, Caldwell ,37,027,030801,37027030801,1213,92.7,1175,89.8
Census Tract 308.02, Caldwell ,37,027,030802,37027030802,1293,86.4,1276,85.2
Census Tract 309, Caldwell ,37,027,030900,37027030900,1520,81.9,1409,75.9
Census Tract 310, Caldwell ,37,027,031000,37027031000,1105,83.9,996,75.6
Census Tract 311, Caldwell ,37,027,031100,37027031100,1413,80.4,1346,76.6
Census Tract 312.01, Caldwell ,37,027,031201,37027031201,1445,85.6,1349,79.9
Census Tract 312.02, Caldwell ,37,027,031202,37027031202,1668,86.6,1585,82.3
Census Tract 313.01, Caldwell ,37,027,031301,37027031301,1745,93.7,1808,97.1
Census Tract 313.02, Caldwell ,37,027,031302,37027031302,1423,85.1,1424,85.1
Census Tract 314.01, Caldwell ,37,027,031401,37027031401,1420,89.5,1443,91.0
Census Tract 314.02, Caldwell ,37,027,031402,37027031402,1240,87.1,1203,84.5
Census Tract 314.03, Caldwell ,37,027,031403,37027031403,763,86.2,687,77.6
Census Tract 9501.01, Camden ,37,029,950101,37029950101,2203,94.6,2212,95.0
Census Tract 9501.02, Camden ,37,029,950102,37029950102,1451,91.7,1305,82.4
Census Tract 9701.01, Carteret ,37,031,970101,37031970101,305,88.7,265,77.0
Census Tract 9701.02, Carteret ,37,031,970102,37031970102,1275,93.8,1263,92.9
Census Tract 9701.03, Carteret ,37,031,970103,37031970103,981,88.1,957,86.0
Census Tract 9702, Carteret ,37,031,970200,37031970200,438,81.4,434,80.7
Census Tract 9703.01, Carteret ,37,031,970301,37031970301,1808,87.8,1706,82.8
Census Tract 9703.04, Carteret ,37,031,970304,37031970304,888,88.5,837,83.4
Census Tract 9703.05, Carteret ,37,031,970305,37031970305,801,92.5,765,88.3
Census Tract 9704.01, Carteret ,37,031,970401,37031970401,732,84.2,594,68.4
Census Tract 9704.02, Carteret ,37,031,970402,37031970402,544,89.0,411,67.3
Census Tract 9704.03, Carteret ,37,031,970403,37031970403,570,92.5,565,91.7
Census Tract 9705.01, Carteret ,37,031,970501,37031970501,1262,91.4,1144,82.8
Census Tract 9705.02, Carteret ,37,031,970502,37031970502,981,97.0,958,94.8
Census Tract 9705.03, Carteret ,37,031,970503,37031970503,1014,92.4,944,86.1
Census Tract 9705.04, Carteret ,37,031,970504,37031970504,696,95.5,703,96.4
Census Tract 9706.01, Carteret ,37,031,970601,37031970601,457,92.1,424,85.5
Census Tract 9706.02, Carteret ,37,031,970602,37031970602,482,96.4,461,92.2
Census Tract 9706.03, Carteret ,37,031,970603,37031970603,469,90.2,459,88.3
Census Tract 9706.06, Carteret ,37,031,970606,37031970606,1504,89.2,1434,85.1
Census Tract 9707.01, Carteret ,37,031,970701,37031970701,481,97.4,465,94.1
Census Tract 9707.02, Carteret ,37,031,970702,37031970702,1249,94.0,1137,85.6
Census Tract 9707.03, Carteret ,37,031,970703,37031970703,1576,92.4,1422,83.4
Census Tract 9707.04, Carteret ,37,031,970704,37031970704,933,95.6,848,86.9
Census Tract 9708.01, Carteret ,37,031,970801,37031970801,1056,96.5,1025,93.7
Census Tract 9708.04, Carteret ,37,031,970804,37031970804,1532,98.5,1467,94.3
Census Tract 9708.05, Carteret ,37,031,970805,37031970805,720,96.8,644,86.6
Census Tract 119.04, Guilford ,37,081,011904,37081011904,1793,83.4,1668,77.6
Census Tract 119.05, Guilford ,37,081,011905,37081011905,1596,87.9,1377,75.9
Census Tract 125.03, Guilford ,37,081,012503,37081012503,1717,93.0,1514,82.0
Census Tract 125.04, Guilford ,37,081,012504,37081012504,1110,90.5,1003,81.8
Census Tract 125.05, Guilford ,37,081,012505,37081012505,1608,96.1,1552,92.8
Census Tract 125.08, Guilford ,37,081,012508,37081012508,1317,88.1,1168,78.1
Census Tract 125.09, Guilford ,37,081,012509,37081012509,945,98.3,920,95.7
Census Tract 125.10, Guilford ,37,081,012510,37081012510,1367,97.7,1311,93.7
Census Tract 125.11, Guilford ,37,081,012511,37081012511,1862,99.1,1838,97.8
Census Tract 126.04, Guilford ,37,081,012604,37081012604,1282,82.8,1166,75.3
Census Tract 126.07, Guilford ,37,081,012607,37081012607,1050,98.5,949,89.0
Census Tract 126.08, Guilford ,37,081,012608,37081012608,952,87.7,733,67.5
Census Tract 126.10, Guilford ,37,081,012610,37081012610,1201,91.7,935,71.4
Census Tract 126.11, Guilford ,37,081,012611,37081012611,1594,91.3,1329,76.2
Census Tract 126.12, Guilford ,37,081,012612,37081012612,2126,86.2,1892,76.7
Census Tract 126.17, Guilford ,37,081,012617,37081012617,1286,88.6,1058,72.9
Census Tract 126.18, Guilford ,37,081,012618,37081012618,1706,90.4,1429,75.7
Census Tract 126.19, Guilford ,37,081,012619,37081012619,1795,94.9,1316,69.6
Census Tract 126.20, Guilford ,37,081,012620,37081012620,1341,92.3,1176,80.9
Census Tract 126.21, Guilford ,37,081,012621,37081012621,2002,94.6,1800,85.0
Census Tract 127.03, Guilford ,37,081,012703,37081012703,1508,82.2,1461,79.6
Census Tract 127.04, Guilford ,37,081,012704,37081012704,1248,80.5,1058,68.3
Census Tract 127.05, Guilford ,37,081,012705,37081012705,1230,87.3,1117,79.3
Census Tract 127.06, Guilford ,37,081,012706,37081012706,1006,70.4,817,57.2
Census Tract 127.07, Guilford ,37,081,012707,37081012707,830,79.7,641,61.5
Census Tract 128.03, Guilford ,37,081,012803,37081012803,2882,93.6,2706,87.9
Census Tract 128.04, Guilford ,37,081,012804,37081012804,1837,91.2,1605,79.7
Census Tract 128.05, Guilford ,37,081,012805,37081012805,1070,90.0,1000,84.1
Census Tract 136.01, Guilford ,37,081,013601,37081013601,382,86.6,334,75.7
